[2022-08-21T08:58:04.667982+00:00] local.INFO: 5XUdSEXZQa | HTTP/1.1 500 | 127.0.0.1 | null | GET http://localhost:8000 [] | 0.24935293197632 s | Mozilla/5.0\s(Macintosh;\sIntel\sMac\sOS\sX\s10_15_7)\sAppleWebKit/605.1.15\s(KHTML,\slike\sGecko)\sVersion/15.5\sSafari/605.1.15 | {referer} ["RESPONSE"] []
[2022-08-21T13:48:00.098334+00:00] local.INFO: 4wXrADBGi7 | HTTP/1.1 200 | 127.0.0.1 | administrator@brackets.sk | POST http://localhost:8000/admin/pricings/1 [] | 0.091057062149048 s | Mozilla/5.0\s(Macintosh;\sIntel\sMac\sOS\sX\s10_15_7)\sAppleWebKit/605.1.15\s(KHTML,\slike\sGecko)\sVersion/15.5\sSafari/605.1.15 | http://localhost:8000/admin/pricings/1/edit ["RESPONSE"] []
[2022-08-21T13:48:00.300183+00:00] local.INFO: QMmC5QEcdH | HTTP/1.1 200 | 127.0.0.1 | administrator@brackets.sk | GET http://localhost:8000/admin/pricings [] | 0.10717391967773 s | Mozilla/5.0\s(Macintosh;\sIntel\sMac\sOS\sX\s10_15_7)\sAppleWebKit/605.1.15\s(KHTML,\slike\sGecko)\sVersion/15.5\sSafari/605.1.15 | http://localhost:8000/admin/pricings/1/edit ["RESPONSE"] []
[2022-08-21T13:48:23.664131+00:00] local.INFO: caS3z2QirK | HTTP/1.1 200 | 127.0.0.1 | null | GET http://localhost:8000 [] | 0.10883712768555 s | Mozilla/5.0\s(Macintosh;\sIntel\sMac\sOS\sX\s10_15_7)\sAppleWebKit/605.1.15\s(KHTML,\slike\sGecko)\sVersion/15.5\sSafari/605.1.15 | {referer} ["RESPONSE"] []
[2022-08-21T13:48:23.780592+00:00] local.INFO: AZPyOGKOwK | HTTP/1.0 404 | 127.0.0.1 | null | GET http://localhost:8000/images/ART%20B.png [] | 0.018104076385498 s | Mozilla/5.0\s(Macintosh;\sIntel\sMac\sOS\sX\s10_15_7)\sAppleWebKit/605.1.15\s(KHTML,\slike\sGecko)\sVersion/15.5\sSafari/605.1.15 | http://localhost:8000/ ["RESPONSE"] []
[2022-08-21T13:48:25.418690+00:00] local.INFO: ykI7zJWSTt | HTTP/1.0 404 | 127.0.0.1 | null | GET http://localhost:8000/%3Cp%3Ehttps://www.upwork.com/services/product/astonishing-ig-fb-posts-for-your-business-1550769798409711616 [ref=>project_share<br></p>] | 0.019979000091553 s | Mozilla/5.0\s(Macintosh;\sIntel\sMac\sOS\sX\s10_15_7)\sAppleWebKit/605.1.15\s(KHTML,\slike\sGecko)\sVersion/15.5\sSafari/605.1.15 | http://localhost:8000/ ["RESPONSE"] []
[2022-08-21T13:49:03.672109+00:00] local.INFO: Djl2n3UTKy | HTTP/1.0 404 | 127.0.0.1 | null | GET http://localhost:8000/%3Cp%3Ehttps://www.upwork.com/services/product/astonishing-ig-fb-posts-for-your-business-1550769798409711616 [ref=>project_share<br></p>] | 0.012595891952515 s | Mozilla/5.0\s(Macintosh;\sIntel\sMac\sOS\sX\s10_15_7)\sAppleWebKit/605.1.15\s(KHTML,\slike\sGecko)\sVersion/15.5\sSafari/605.1.15 | http://localhost:8000/ ["RESPONSE"] []
[2022-08-21T13:49:32.599906+00:00] local.INFO: 6nWYk1mD36 | HTTP/1.1 200 | 127.0.0.1 | administrator@brackets.sk | GET http://localhost:8000/admin/pricings/1/edit [] | 0.13311409950256 s | Mozilla/5.0\s(Macintosh;\sIntel\sMac\sOS\sX\s10_15_7)\sAppleWebKit/605.1.15\s(KHTML,\slike\sGecko)\sVersion/15.5\sSafari/605.1.15 | http://localhost:8000/admin/pricings ["RESPONSE"] []
[2022-08-21T13:49:32.703646+00:00] local.INFO: XNehDvBBtQ | HTTP/1.0 404 | 127.0.0.1 | null | GET http://localhost:8000/admin/pricings/1/undefined [] | 0.023024082183838 s | Mozilla/5.0\s(Macintosh;\sIntel\sMac\sOS\sX\s10_15_7)\sAppleWebKit/605.1.15\s(KHTML,\slike\sGecko)\sVersion/15.5\sSafari/605.1.15 | http://localhost:8000/admin/pricings/1/edit ["RESPONSE"] []
[2022-08-21T13:49:43.640629+00:00] local.INFO: 4S7h5ZiUmC | HTTP/1.1 200 | 127.0.0.1 | administrator@brackets.sk | POST http://localhost:8000/admin/pricings/1 [] | 0.093455076217651 s | Mozilla/5.0\s(Macintosh;\sIntel\sMac\sOS\sX\s10_15_7)\sAppleWebKit/605.1.15\s(KHTML,\slike\sGecko)\sVersion/15.5\sSafari/605.1.15 | http://localhost:8000/admin/pricings/1/edit ["RESPONSE"] []
[2022-08-21T13:49:43.844637+00:00] local.INFO: SBO3x0wuoX | HTTP/1.1 200 | 127.0.0.1 | administrator@brackets.sk | GET http://localhost:8000/admin/pricings [] | 0.1192319393158 s | Mozilla/5.0\s(Macintosh;\sIntel\sMac\sOS\sX\s10_15_7)\sAppleWebKit/605.1.15\s(KHTML,\slike\sGecko)\sVersion/15.5\sSafari/605.1.15 | http://localhost:8000/admin/pricings/1/edit ["RESPONSE"] []
[2022-08-21T13:50:04.877361+00:00] local.INFO: vheuQFA3ru | HTTP/1.0 404 | 127.0.0.1 | null | GET http://localhost:8000/%3Cp%3Ehttps://www.upwork.com/services/product/astonishing-ig-fb-posts-for-your-business-1550769798409711616 [ref=>project_share<br></p>] | 0.012814044952393 s | Mozilla/5.0\s(Macintosh;\sIntel\sMac\sOS\sX\s10_15_7)\sAppleWebKit/605.1.15\s(KHTML,\slike\sGecko)\sVersion/15.5\sSafari/605.1.15 | http://localhost:8000/ ["RESPONSE"] []
[2022-08-21T13:50:10.560645+00:00] local.INFO: qWDGGzvNtr | HTTP/1.1 200 | 127.0.0.1 | null | GET http://localhost:8000 [] | 0.092797994613647 s | Mozilla/5.0\s(Macintosh;\sIntel\sMac\sOS\sX\s10_15_7)\sAppleWebKit/605.1.15\s(KHTML,\slike\sGecko)\sVersion/15.5\sSafari/605.1.15 | {referer} ["RESPONSE"] []
[2022-08-21T13:50:10.651116+00:00] local.INFO: UKaulpcGSI | HTTP/1.0 404 | 127.0.0.1 | null | GET http://localhost:8000/images/ART%20B.png [] | 0.019244909286499 s | Mozilla/5.0\s(Macintosh;\sIntel\sMac\sOS\sX\s10_15_7)\sAppleWebKit/605.1.15\s(KHTML,\slike\sGecko)\sVersion/15.5\sSafari/605.1.15 | http://localhost:8000/ ["RESPONSE"] []
[2022-08-21T13:50:44.995400+00:00] local.INFO: tQ1jWNwsp5 | HTTP/1.1 200 | 127.0.0.1 | null | GET http://localhost:8000 [] | 0.095837831497192 s | Mozilla/5.0\s(Macintosh;\sIntel\sMac\sOS\sX\s10_15_7)\sAppleWebKit/605.1.15\s(KHTML,\slike\sGecko)\sVersion/15.5\sSafari/605.1.15 | {referer} ["RESPONSE"] []
[2022-08-21T13:50:45.103966+00:00] local.INFO: 7Kxo1CLSDz | HTTP/1.0 404 | 127.0.0.1 | null | GET http://localhost:8000/images/ART%20B.png [] | 0.016152143478394 s | Mozilla/5.0\s(Macintosh;\sIntel\sMac\sOS\sX\s10_15_7)\sAppleWebKit/605.1.15\s(KHTML,\slike\sGecko)\sVersion/15.5\sSafari/605.1.15 | http://localhost:8000/ ["RESPONSE"] []
[2022-08-21T13:51:10.811183+00:00] local.INFO: hR3Hfn8AsR | HTTP/1.1 200 | 127.0.0.1 | administrator@brackets.sk | GET http://localhost:8000/admin/pricings/1/edit [] | 0.10163402557373 s | Mozilla/5.0\s(Macintosh;\sIntel\sMac\sOS\sX\s10_15_7)\sAppleWebKit/605.1.15\s(KHTML,\slike\sGecko)\sVersion/15.5\sSafari/605.1.15 | http://localhost:8000/admin/pricings ["RESPONSE"] []
[2022-08-21T13:51:10.913332+00:00] local.INFO: 4kLJhq8EL7 | HTTP/1.0 404 | 127.0.0.1 | null | GET http://localhost:8000/admin/pricings/1/undefined [] | 0.026001930236816 s | Mozilla/5.0\s(Macintosh;\sIntel\sMac\sOS\sX\s10_15_7)\sAppleWebKit/605.1.15\s(KHTML,\slike\sGecko)\sVersion/15.5\sSafari/605.1.15 | http://localhost:8000/admin/pricings/1/edit ["RESPONSE"] []
[2022-08-21T13:52:34.047159+00:00] local.INFO: sUdIdAh9Dg | HTTP/1.1 200 | 127.0.0.1 | administrator@brackets.sk | POST http://localhost:8000/admin/pricings/1 [] | 0.079843997955322 s | Mozilla/5.0\s(Macintosh;\sIntel\sMac\sOS\sX\s10_15_7)\sAppleWebKit/605.1.15\s(KHTML,\slike\sGecko)\sVersion/15.5\sSafari/605.1.15 | http://localhost:8000/admin/pricings/1/edit ["RESPONSE"] []
[2022-08-21T13:52:34.204729+00:00] local.INFO: wgAQ771k6J | HTTP/1.1 200 | 127.0.0.1 | administrator@brackets.sk | GET http://localhost:8000/admin/pricings [] | 0.091907978057861 s | Mozilla/5.0\s(Macintosh;\sIntel\sMac\sOS\sX\s10_15_7)\sAppleWebKit/605.1.15\s(KHTML,\slike\sGecko)\sVersion/15.5\sSafari/605.1.15 | http://localhost:8000/admin/pricings/1/edit ["RESPONSE"] []
[2022-08-21T13:52:45.749103+00:00] local.INFO: ejZAdKrxHw | HTTP/1.1 200 | 127.0.0.1 | null | GET http://localhost:8000 [] | 0.089976072311401 s | Mozilla/5.0\s(Macintosh;\sIntel\sMac\sOS\sX\s10_15_7)\sAppleWebKit/605.1.15\s(KHTML,\slike\sGecko)\sVersion/15.5\sSafari/605.1.15 | {referer} ["RESPONSE"] []
[2022-08-21T13:52:45.854890+00:00] local.INFO: fFMq0BrHKx | HTTP/1.0 404 | 127.0.0.1 | null | GET http://localhost:8000/images/ART%20B.png [] | 0.012047052383423 s | Mozilla/5.0\s(Macintosh;\sIntel\sMac\sOS\sX\s10_15_7)\sAppleWebKit/605.1.15\s(KHTML,\slike\sGecko)\sVersion/15.5\sSafari/605.1.15 | http://localhost:8000/ ["RESPONSE"] []
[2022-08-21T13:54:55.638235+00:00] local.INFO: QFIvVWNw2M | HTTP/1.1 500 | 127.0.0.1 | null | GET http://localhost:8000 [] | 0.22308301925659 s | Mozilla/5.0\s(Macintosh;\sIntel\sMac\sOS\sX\s10_15_7)\sAppleWebKit/605.1.15\s(KHTML,\slike\sGecko)\sVersion/15.5\sSafari/605.1.15 | {referer} ["RESPONSE"] []
[2022-08-21T13:54:56.148515+00:00] local.INFO: TA4UGBRGRj | HTTP/1.1 200 | 127.0.0.1 | null | GET http://localhost:8000/_ignition/health-check [] | 0.36375093460083 s | Mozilla/5.0\s(Macintosh;\sIntel\sMac\sOS\sX\s10_15_7)\sAppleWebKit/605.1.15\s(KHTML,\slike\sGecko)\sVersion/15.5\sSafari/605.1.15 | http://localhost:8000/ ["RESPONSE"] []
[2022-08-21T13:55:17.442848+00:00] local.INFO: mWdKusMEAB | HTTP/1.1 200 | 127.0.0.1 | null | GET http://localhost:8000 [] | 0.1022207736969 s | Mozilla/5.0\s(Macintosh;\sIntel\sMac\sOS\sX\s10_15_7)\sAppleWebKit/605.1.15\s(KHTML,\slike\sGecko)\sVersion/15.5\sSafari/605.1.15 | {referer} ["RESPONSE"] []
[2022-08-21T13:55:17.549836+00:00] local.INFO: dFyfmIX5ty | HTTP/1.0 404 | 127.0.0.1 | null | GET http://localhost:8000/images/ART%20B.png [] | 0.013086080551147 s | Mozilla/5.0\s(Macintosh;\sIntel\sMac\sOS\sX\s10_15_7)\sAppleWebKit/605.1.15\s(KHTML,\slike\sGecko)\sVersion/15.5\sSafari/605.1.15 | http://localhost:8000/ ["RESPONSE"] []
